Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
EDGE_AND_CLOUD,AUCTION_BASED,100,28780.8428,30.6505,45064.2541,47.9918,939,788,0,151,0,0,0,0,0,444,349,495,439,3760.0,0.0,3760.0,57406.50507437507,0.0,0.0,875.9758130464841,2.6088,0,0.0169,2.7127,873.415,8.3982,0,0,873.3738,291.1246,0.0411,0.0004,0,0,2432.1859,43.0504,2389.1355,0,0,11.4886,98.3178,-1.0,[91.52547633798966- 92.96129708142277- 89.3603040523202- 88.31009233805614- 82.53657744732523- 82.96392133353403- 76.71948934464392- 78.04880466617561- 74.51921308772289- 74.84958389808679- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99981401234568- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.99984782828282- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074- 99.9998884074074],[]
